rank,id,player,team,pos,gp,pass_yds,pass_td,pass_int,rush_yds,rush_td,rec,rec_yds,rec_td,def_sck,def_int,fum_forced,fum_recovered,fpts_ppr_per_gp,fpts_ppr
748,22060,Dane Jackson,BUF,CB,15,0,0,0,0,0,0,0,0,0,0,1,0,2.8,42.5
749,21867,Javon Kinlaw,SF,DT,17,0,0,0,0,0,0,0,0,4,0,0,0,2.5,42.5
750,19843,Hayden Hurst,CAR,TE,9,0,0,0,0,0,18,184,1,0,0,0,0,4.7,42.4
751,22890,Pat Jones II,MIN,OLB,17,0,0,0,0,0,0,0,0,1,0,0,0,2.5,42.1
752,23627,Rodney Thomas II,IND,S,17,0,0,0,0,0,0,0,0,0,2,0,0,2.5,42.0
753,20854,Jonathan Ledbetter,ARI,DL,12,0,0,0,0,0,0,0,0,2,0,0,0,3.5,41.8
754,21009,John Cominsky,DET,DL,16,0,0,0,0,0,0,0,0,2,0,0,0,2.6,41.6
755,22803,T.J. Slaton,GB,DL,17,0,0,0,0,0,0,0,0,0,0,0,0,2.4,41.5
756,23328,Cor'Dale Flott,NYG,CB,14,0,0,0,0,0,0,0,0,0,1,1,0,3.0,41.5
757,20360,Jeff Wilson Jr.,MIA,RB,10,0,0,0,188,0,14,85,0,0,0,0,0,4.1,41.3
758,21739,Van Jefferson,ATL,WR,17,0,0,0,4,0,20,209,0,0,0,0,0,2.4,41.3
759,17999,Yannick Ngakoue,CHI,DE,13,0,0,0,0,0,0,0,0,4,0,0,0,3.2,41.0
760,16815,Ameer Abdullah,LV,RB,17,0,0,0,89,0,19,131,0,0,0,0,0,2.4,41.0
761,14974,Nick Williams,LAC,DL,14,0,0,0,0,0,0,0,0,1,0,0,2,2.9,40.8
762,18149,Jalen Mills,NE,DB,17,0,0,0,0,0,0,0,0,0,0,1,0,2.4,40.5
763,19044,Jamal Agnew,JAX,WR,11,0,0,0,-2,0,14,225,1,0,0,0,0,3.7,40.3
764,19950,Will Dissly,SEA,TE,16,0,0,0,0,0,17,172,1,0,0,0,0,2.5,40.2
765,19165,Johnny Mundt,MIN,TE,17,0,0,0,0,0,17,172,1,0,0,0,0,2.4,40.2
766,18872,Dalvin Cook,NYJ,RB,15,0,0,0,214,0,15,78,0,0,0,0,0,2.7,40.2
767,18945,Duke Riley,MIA,LB,17,0,0,0,0,0,0,0,0,1,0,1,0,2.4,40.0
768,23910,D'Anthony Bell,CLE,S,17,0,0,0,0,0,0,0,0,0,2,1,0,2.4,40.0
769,23119,Treylon Burks,TEN,WR,11,0,0,0,18,0,16,221,0,0,0,0,0,3.6,39.9
770,18960,Tanoh Kpassagnon,NO,DE,17,0,0,0,0,0,0,0,0,4,0,0,0,2.3,39.9
771,19919,Chase Edmonds,TB,RB,13,0,0,0,176,0,14,81,0,0,0,0,0,3.1,39.7
772,23487,Connor Heyward,PIT,TE,17,0,0,0,0,0,23,167,0,0,0,0,0,2.3,39.7
773,19850,Mason Rudolph,PIT,QB,4,719,3,0,8,0,0,0,0,0,0,0,0,9.9,39.6
774,19921,Maurice Hurst II,CLE,DT,13,0,0,0,0,0,0,0,0,2,1,0,1,3.0,39.4
775,24143,Parker Washington,JAX,WR,9,0,0,0,0,0,16,132,2,0,0,0,0,4.4,39.2
776,21138,Scotty Miller,ATL,WR,17,0,0,0,0,0,11,161,2,0,0,0,0,2.3,39.1
777,23615,Ja'Sir Taylor,LAC,DB,16,0,0,0,0,0,0,0,0,0,1,0,0,2.4,39.0
778,21907,Zack Baun,NO,LB,17,0,0,0,0,0,0,0,0,2,1,0,0,2.3,39.0
779,21422,Shy Tuttle,CAR,DT,17,0,0,0,0,0,0,0,0,1,0,0,0,2.3,39.0
780,23143,Will Mallory,IND,TE,12,0,0,0,0,0,18,207,0,0,0,0,0,3.2,38.7
781,16764,Dante Fowler Jr.,DAL,DE,17,0,0,0,0,0,0,0,0,4,0,1,0,2.3,38.6
782,16796,Mario Edwards,SEA,DE,15,0,0,0,0,0,0,0,0,2,0,1,0,2.6,38.6
783,14901,Kyle Juszczyk,SF,FB,17,0,0,0,6,0,14,119,2,0,0,0,0,2.3,38.5
784,20167,J.C. Jackson,NE,DB,10,0,0,0,0,0,0,0,0,0,1,0,0,3.9,38.5
785,21142,Olamide Zaccheaus,PHI,WR,17,0,0,0,0,0,10,164,2,0,0,0,0,2.3,38.4
786,17993,Adam Gotsis,JAX,DL,17,0,0,0,0,0,0,0,0,1,0,0,0,2.3,38.3
787,23552,Cobie Durant,LAR,DB,16,0,0,0,0,0,0,0,0,0,0,0,0,2.4,38.0
788,18064,Matthew Judon,NE,LB,4,0,0,0,0,0,0,0,0,4,0,0,0,9.5,38.0
789,21783,Harrison Bryant,CLE,TE,17,0,0,0,8,0,13,81,3,0,0,0,0,2.2,37.9
790,23237,Chris Rodriguez Jr.,WAS,RB,13,0,0,0,247,2,2,12,0,0,0,0,0,2.9,37.9
791,19304,Pharaoh Brown,NE,TE,17,0,0,0,0,0,13,208,1,0,0,0,0,2.2,37.8
792,24233,Ji'Ayir Brown,SF,S,15,0,0,0,0,0,0,0,0,0,2,0,0,2.5,37.5
793,23681,Darrell Baker Jr.,IND,CB,14,0,0,0,0,0,0,0,0,0,0,0,0,2.7,37.5
794,22835,Cam Sample,CIN,DE,17,0,0,0,0,0,0,0,0,2,0,0,0,2.2,37.4
795,20679,KhaDarel Hodge,ATL,WR,17,0,0,0,0,0,14,232,0,0,0,0,0,2.2,37.2
796,20967,Jerry Tillery,LV,DT,17,0,0,0,0,0,0,0,0,2,0,0,1,2.2,37.1
797,19037,Matt Milano,BUF,LB,5,0,0,0,0,0,0,0,0,0,2,1,0,7.4,37.0
798,20822,Michael Jackson,SEA,CB,17,0,0,0,0,0,0,0,0,0,0,0,0,2.2,37.0
799,15150,Cordarrelle Patterson,ATL,RB,14,0,0,0,181,0,9,38,1,0,0,0,0,2.6,36.9
800,24111,Gervon Dexter Sr.,CHI,DT,17,0,0,0,0,0,0,0,0,3,0,0,0,2.2,36.6
801,17147,Dean Marlowe,LAC,S,16,0,0,0,0,0,0,0,0,1,0,0,0,2.3,36.5
802,13291,Julio Jones,PHI,WR,11,0,0,0,0,0,11,74,3,0,0,0,0,3.3,36.4
803,24449,Elijah Higgins,ARI,TE,11,0,0,0,0,0,14,163,1,0,0,0,0,3.3,36.3
804,16866,Jamison Crowder,WAS,WR,17,0,0,0,0,0,16,159,1,0,0,0,0,2.1,35.9
805,24220,Tyler Scott,CHI,WR,17,0,0,0,41,0,17,168,0,0,0,0,0,2.1,35.9
806,23384,Josh Paschal,DET,DL,12,0,0,0,0,0,0,0,0,1,0,0,1,3.0,35.9
807,23608,Drew Ogletree,IND,TE,12,0,0,0,0,0,9,147,2,0,0,0,0,3.0,35.7
808,17295,DeShawn Williams,CAR,DT,16,0,0,0,0,0,0,0,0,1,0,0,0,2.2,35.7
809,22804,Jamien Sherwood,NYJ,LB,17,0,0,0,0,0,0,0,0,0,0,1,0,2.1,35.5
810,19859,Uchenna Nwosu,SEA,LB,6,0,0,0,0,0,0,0,0,2,0,2,0,5.9,35.4
811,21957,Quez Watkins,PHI,WR,9,0,0,0,0,0,15,142,1,0,0,0,0,3.9,35.2
812,22422,Teair Tart,HOU,DT,13,0,0,0,0,0,0,0,0,1,0,0,0,2.7,35.2
813,22928,Roy Lopez,ARI,DT,14,0,0,0,0,0,0,0,0,0,0,0,0,2.5,35.0
814,22686,Dyami Brown,WAS,WR,17,4,0,0,0,0,12,168,1,0,0,0,1,2.1,35.0
815,23746,Deven Thompkins,TB,WR,17,0,0,0,56,0,17,83,1,0,0,0,0,2.1,34.9
816,22083,Leki Fotu,ARI,DT,11,0,0,0,0,0,0,0,0,3,0,0,0,3.2,34.9
817,15090,Johnathan Hankins,DAL,DT,14,0,0,0,0,0,0,0,0,3,0,0,0,2.5,34.8
818,21593,D'Ernest Johnson,JAX,RB,17,0,0,0,108,0,10,140,0,0,0,0,0,2.0,34.8
819,16808,Eric Rowe,PIT,S,4,0,0,0,0,0,0,0,0,0,1,1,0,8.6,34.5
820,22657,John Bates,WAS,TE,17,0,0,0,0,0,19,151,0,0,0,0,0,2.0,34.1
821,21989,Mykal Walker,PIT,LB,8,0,0,0,0,0,0,0,0,0,1,0,0,4.2,34.0
822,19904,Ronnie Harrison Jr.,IND,LB,7,0,0,0,0,0,0,0,0,1,2,0,0,4.9,34.0
823,19839,Jaire Alexander,GB,CB,7,0,0,0,0,0,0,0,0,0,0,1,0,4.9,34.0
824,18917,Marlon Humphrey,BAL,CB,10,0,0,0,0,0,0,0,0,0,1,0,0,3.4,34.0
825,17919,Jalen Ramsey,MIA,CB,10,0,0,0,0,0,0,0,0,0,3,0,0,3.4,34.0
826,21163,Deonte Harty,BUF,WR,16,0,0,0,0,0,15,150,1,0,0,0,0,2.1,34.0
827,11488,Jimmy Graham,NO,TE,13,0,0,0,0,0,6,39,4,0,0,0,0,2.6,33.9
828,23433,Damarri Mathis,DEN,CB,17,0,0,0,0,0,0,0,0,0,0,0,0,2.0,33.5
829,19838,Leighton Vander Esch,DAL,LB,5,0,0,0,0,0,0,0,0,0,0,0,1,6.7,33.5
830,24362,Malik Heath,GB,WR,13,0,0,0,0,0,15,125,1,0,0,0,0,2.6,33.5
831,20949,Irv Smith,CIN,TE,12,0,0,0,0,0,18,115,1,0,0,0,0,2.8,33.5
832,22983,Nick McCloud,NYG,CB,17,0,0,0,0,0,0,0,0,0,1,3,0,2.0,33.5
833,23548,Montaric Brown,JAX,CB,12,0,0,0,0,0,0,0,0,0,0,0,0,2.8,33.5
834,21886,Broderick Washington,BAL,DT,16,0,0,0,0,0,0,0,0,2,0,0,2,2.1,33.5
835,21868,Benito Jones,DET,DL,17,0,0,0,0,0,0,0,0,1,0,0,0,2.0,33.3
836,24001,Tre Avery,TEN,CB,15,0,0,0,0,0,0,0,0,0,0,0,0,2.2,33.0
837,24202,Ronnie Hickman,CLE,S,10,0,0,0,0,0,0,0,0,0,1,0,0,3.3,33.0
838,24256,Keion White,NE,DE,16,0,0,0,0,0,0,0,0,1,0,0,0,2.1,32.9
839,22685,Terrace Marshall Jr.,CAR,WR,9,0,0,0,0,0,19,139,0,0,0,0,0,3.7,32.9
840,21227,Andrew Beck,HOU,FB,15,0,0,0,3,1,11,55,2,0,0,0,0,2.2,32.8
841,23644,Stone Smartt,LAC,TE,16,0,0,0,0,0,11,155,1,0,0,0,0,2.0,32.5
842,22062,Raekwon Davis,MIA,DT,17,0,0,0,0,0,0,0,0,1,0,0,0,1.9,32.5
843,20429,Dee Delaney,TB,DB,17,0,0,0,0,0,0,0,0,0,2,0,0,1.9,32.5
844,21899,Malcolm Roach,NO,DL,12,0,0,0,0,0,0,0,0,0,0,0,0,2.7,32.5
845,20837,Ty Johnson,BUF,RB,10,0,0,0,132,0,7,62,1,0,0,0,0,3.2,32.4
846,11315,Brandon Graham,PHI,DE,17,0,0,0,0,0,0,0,0,3,0,0,0,1.9,32.4
847,21774,Tony Jones,ARI,RB,7,0,0,0,95,2,7,37,0,0,0,0,0,4.6,32.2
848,23160,John Metchie III,HOU,WR,16,0,0,0,4,0,16,158,0,0,0,0,0,2.0,32.2
849,20773,Kevin Givens,SF,DL,17,0,0,0,0,0,0,0,0,2,0,0,1,1.9,32.2
850,17059,Grady Jarrett,ATL,DL,8,0,0,0,0,0,0,0,0,2,0,0,0,4.0,32.0
851,21054,Devin Bush,SEA,LB,13,0,0,0,0,0,0,0,0,0,0,0,0,2.5,32.0
852,24241,Chamarri Conner,KC,DB,17,0,0,0,0,0,0,0,0,0,1,0,0,1.9,32.0
853,16813,Jordan Phillips,BUF,DT,14,0,0,0,0,0,0,0,0,3,0,0,0,2.3,31.9
854,22870,Azeez Ojulari,NYG,OLB,11,0,0,0,0,0,0,0,0,3,0,0,1,2.9,31.6
855,24276,Will McDonald IV,NYJ,DL,15,0,0,0,0,0,0,0,0,3,0,1,0,2.1,31.6
856,24249,Derick Hall,SEA,OLB,17,0,0,0,0,0,0,0,0,0,0,0,0,1.9,31.5
857,24261,Dorian Williams,BUF,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,1.9,31.5
858,16811,Ronald Darby,BAL,CB,16,0,0,0,0,0,0,0,0,0,0,0,0,2.0,31.5
859,23463,Kyle Philips,TEN,WR,9,0,0,0,0,0,15,181,0,0,0,0,0,3.5,31.1
860,22521,Jeremy Ruckert,NYJ,TE,15,0,0,0,0,0,16,151,0,0,0,0,0,2.1,31.1
861,24243,Jakorian Bennett,LV,CB,14,0,0,0,0,0,0,0,0,0,0,0,0,2.2,31.0
862,14887,Duron Harmon,CLE,S,7,0,0,0,0,0,0,0,0,1,1,0,0,4.4,30.9
863,22627,Ronnie Bell,SF,WR,17,0,0,0,0,0,6,68,3,0,0,0,1,1.8,30.8
864,22226,Sam Franklin Jr.,CAR,S,17,0,0,0,0,0,0,0,0,0,1,0,0,1.8,30.5
865,24099,Clark Phillips III,ATL,CB,11,0,0,0,0,0,0,0,0,0,0,0,0,2.8,30.5
866,24487,Tre Hawkins III,NYG,CB,17,0,0,0,0,0,0,0,0,0,0,0,0,1.8,30.5
867,23329,Cameron Thomas,ARI,OLB,15,0,0,0,0,0,0,0,0,0,0,0,1,2.0,30.5
868,21005,Parris Campbell,NYG,WR,12,0,0,0,0,0,20,104,0,0,0,0,0,2.5,30.4
869,23309,Nakobe Dean,PHI,LB,5,0,0,0,0,0,0,0,0,1,0,0,0,6.1,30.4
870,22059,Jordan Elliott,CLE,DT,17,0,0,0,0,0,0,0,0,3,0,0,0,1.8,30.2
871,15375,Mike Purcell,DEN,DL,16,0,0,0,0,0,0,0,0,0,0,0,1,1.9,30.0
872,21823,Patrick Taylor Jr.,GB,RB,11,0,0,0,141,0,11,49,0,0,0,0,0,2.7,30.0
873,21845,Darrynton Evans,MIA,RB,7,0,0,0,121,1,7,49,0,0,0,0,0,4.3,30.0
874,19846,Taven Bryan,IND,DT,17,0,0,0,0,0,0,0,0,2,0,1,0,1.8,29.9
875,23620,Mark Robinson,PIT,LB,17,0,0,0,0,0,0,0,0,1,0,1,0,1.8,29.8
876,22721,Bobby Brown III,LAR,NT,13,0,0,0,0,0,0,0,0,1,0,0,0,2.3,29.8
877,24121,Derius Davis,LAC,WR,17,0,0,0,101,0,15,66,0,0,0,0,0,1.7,29.7
878,21564,Craig Reynolds,DET,RB,17,0,0,0,179,1,5,47,0,0,0,0,0,1.7,29.6
879,22694,Jaycee Horn,CAR,CB,6,0,0,0,0,0,0,0,0,0,0,0,0,4.9,29.5
880,22295,Tershawn Wharton,KC,DT,17,0,0,0,0,0,0,0,0,2,0,0,1,1.7,29.2
881,23383,Logan Hall,TB,DL,16,0,0,0,0,0,0,0,0,1,0,0,2,1.8,29.1
882,20859,Drew Lock,SEA,QB,4,543,3,3,14,0,0,0,0,0,0,0,0,7.3,29.1
883,21888,K'Lavon Chaisson,JAX,OLB,17,0,0,0,0,0,0,0,0,2,0,0,0,1.7,29.1
884,23305,Nick Cross,IND,S,17,0,0,0,0,0,0,0,0,0,1,0,0,1.7,29.0
885,14743,Lawrence Guy Sr.,NE,DL,17,0,0,0,0,0,0,0,0,0,0,0,0,1.7,29.0
886,20178,Chandon Sullivan,PIT,CB,17,0,0,0,0,0,0,0,0,0,1,1,0,1.7,29.0
887,20604,Andre Chachere,ARI,S,17,0,0,0,0,0,0,0,0,0,0,0,0,1.7,29.0
888,21921,Jeremy Chinn,CAR,S,12,0,0,0,0,0,0,0,0,1,0,0,0,2.4,28.8
889,21875,James Smith-Williams,WAS,DE,13,0,0,0,0,0,0,0,0,1,0,0,0,2.2,28.6
890,21754,Donovan Peoples-Jones,DET,WR,15,0,0,0,0,0,13,155,0,0,0,0,0,1.9,28.5
891,21889,Joshua Uche,NE,LB,15,0,0,0,0,0,0,0,0,3,0,0,0,1.9,28.5
892,22926,Nick Niemann,LAC,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,1.7,28.5
893,19961,Ray-Ray McCloud,SF,WR,12,0,0,0,30,0,12,135,0,0,0,0,0,2.4,28.5
894,21795,Luke Farrell,JAX,TE,17,0,0,0,0,0,13,155,0,0,0,0,0,1.7,28.5
895,22811,Tony Fields II,CLE,LB,17,0,0,0,0,0,0,0,0,0,0,0,1,1.7,28.5
896,19903,Jordan Akins,CLE,TE,17,0,0,0,0,0,15,132,0,0,0,0,0,1.7,28.2
897,22820,Chauncey Golston,DAL,DE,17,0,0,0,0,0,0,0,0,2,0,1,0,1.7,28.2
898,23010,Brock Wright,DET,TE,14,0,0,0,0,0,13,91,1,0,0,0,0,2.0,28.1
899,20150,Byron Pringle,WAS,WR,17,0,0,0,0,0,14,161,0,0,0,0,0,1.7,28.1
900,22703,Matt Ammendola,HOU,K,5,0,0,0,0,0,0,0,0,0,0,0,0,5.6,28.0
901,24132,Myles Murphy,CIN,DE,17,0,0,0,0,0,0,0,0,3,0,0,0,1.6,28.0
902,24227,DeMarcco Hellams,ATL,S,15,0,0,0,0,0,0,0,0,0,0,0,0,1.9,28.0
903,24251,KJ Henry,WAS,DE,10,0,0,0,0,0,0,0,0,2,0,0,0,2.8,27.9
904,23393,Micheal Clemons,NYJ,DL,16,0,0,0,0,0,0,0,0,1,0,1,0,1.7,27.9
905,24091,Antonio Johnson,JAX,S,13,0,0,0,0,0,0,0,0,1,2,1,0,2.1,27.9
906,19880,Derrick Nnadi,KC,DT,17,0,0,0,0,0,0,0,0,1,0,0,0,1.6,27.7
907,16171,DaQuan Jones,BUF,DT,7,0,0,0,0,0,0,0,0,3,0,0,0,4.0,27.7
908,23469,Tyquan Thornton,NE,WR,9,0,0,0,51,0,13,91,0,0,0,0,0,3.0,27.2
909,22773,Marlon Tuipulotu,PHI,DT,14,0,0,0,0,0,0,0,0,2,0,0,0,1.9,27.2
910,19755,River Cracraft,MIA,WR,10,0,0,0,0,0,9,121,1,0,0,0,0,2.7,27.1
911,13961,Randy Bullock,NYG,K,6,0,0,0,0,0,0,0,0,0,0,0,0,4.5,27.0
912,20731,Johnathan Abram,NO,S,9,0,0,0,0,0,0,0,0,0,1,1,0,3.0,27.0
913,24110,Garrett Williams,ARI,CB,9,0,0,0,0,0,0,0,0,0,1,0,0,3.0,27.0
914,17009,Trevor Siemian,NYJ,QB,5,724,2,4,40,0,0,0,0,0,0,0,0,5.4,27.0
915,20954,Jarrett Stidham,DEN,QB,3,496,2,1,8,0,0,0,0,0,0,0,0,8.9,26.6
916,24288,Luke Schoonmaker,DAL,TE,17,0,0,0,0,0,8,65,2,0,0,0,0,1.6,26.5
917,16283,Bradley Roby,PHI,CB,9,0,0,0,0,0,0,0,0,0,0,1,0,2.9,26.5
918,16902,Adrian Amos,HOU,S,16,0,0,0,0,0,0,0,0,0,0,0,0,1.7,26.5
919,22595,Ihmir Smith-Marsette,CAR,WR,17,0,0,0,74,1,8,51,0,0,0,0,0,1.6,26.5
920,20080,Greg Stroman Jr.,CHI,CB,7,0,0,0,0,0,0,0,0,1,1,0,0,3.8,26.4
921,24097,Christian Gonzalez,NE,CB,4,0,0,0,0,0,0,0,0,1,1,0,0,6.6,26.3
922,17920,Carson Wentz,LAR,QB,2,163,2,1,56,1,0,0,0,0,0,0,0,13.1,26.1
923,24415,Anthony Johnson Jr.,GB,S,12,0,0,0,0,0,0,0,0,0,1,0,0,2.2,26.0
924,19993,Foley Fatukasi,JAX,DL,16,0,0,0,0,0,0,0,0,0,0,0,0,1.6,26.0
925,16903,MyCole Pruitt,ATL,TE,17,0,0,0,0,0,9,110,1,0,0,0,0,1.5,26.0
926,20788,Mecole Hardman Jr.,KC,WR,11,0,0,0,3,0,15,124,0,0,0,0,0,2.3,25.7
927,19952,Kentavius Street,ATL,DL,13,0,0,0,0,0,0,0,0,1,0,0,1,2.0,25.7
928,21810,Tyler Huntley,BAL,QB,6,203,3,0,55,0,0,0,0,0,0,0,0,4.3,25.6
929,20081,Trent Sherfield Sr.,BUF,WR,17,0,0,0,0,0,11,86,1,0,0,0,0,1.5,25.6
930,20281,Mike Ford,CLE,CB,16,0,0,0,0,0,0,0,0,0,1,0,1,1.6,25.5
931,20764,Greg Gaines,TB,DL,17,0,0,0,0,0,0,0,0,1,0,0,1,1.5,25.5
932,24148,Davis Allen,LAR,TE,15,0,0,0,0,0,10,95,1,0,0,0,0,1.7,25.5
933,23932,Luke Masterson,LV,LB,16,0,0,0,0,0,0,0,0,0,0,2,0,1.6,25.5
934,24046,Trenton Thompson,PIT,DB,6,0,0,0,0,0,0,0,0,0,1,0,0,4.2,25.5
935,23633,Elijah Hicks,CHI,DB,17,0,0,0,0,0,0,0,0,0,0,0,0,1.5,25.0
936,20637,Nick Thurman,CAR,DE,17,0,0,0,0,0,0,0,0,0,0,0,0,1.5,25.0
937,20144,Michael Badgley,DET,K,4,0,0,0,0,0,0,0,0,0,0,0,0,6.2,25.0
938,22763,Shaun Wade,NE,CB,14,0,0,0,0,0,0,0,0,0,0,0,0,1.8,25.0
939,20819,Alec Ingold,MIA,FB,17,0,0,0,0,0,13,119,0,0,0,0,0,1.5,24.9
940,21448,Jalen Guyton,LAC,WR,8,0,0,0,0,0,10,89,1,0,0,0,0,3.1,24.9
941,17512,Rakeem Nuñez-Roches,NYG,DL,16,0,0,0,0,0,0,0,0,1,0,0,0,1.5,24.5
942,17968,Andrew Billings,CHI,DL,17,0,0,0,0,0,0,0,0,0,0,0,0,1.4,24.5
943,23528,John Ridgeway III,WAS,DT,17,0,0,0,0,0,0,0,0,0,0,0,0,1.4,24.5
944,23562,Delarrin Turner-Yell,DEN,S,16,0,0,0,0,0,0,0,0,0,0,0,0,1.5,24.5
945,21865,Stephen Sullivan,CAR,TE,11,0,0,0,0,0,12,125,0,0,0,0,0,2.2,24.5
946,23626,Deane Leonard,LAC,DB,11,0,0,0,0,0,0,0,0,0,0,1,0,2.2,24.5
947,20791,Will Harris,DET,CB,17,0,0,0,0,0,0,0,0,0,1,0,1,1.4,24.5
948,24375,Josh Whyle,TEN,TE,11,0,0,0,0,0,9,94,1,0,0,0,0,2.2,24.4
949,24275,Tavius Robinson,BAL,OLB,17,0,0,0,0,0,0,0,0,1,0,0,0,1.4,24.2
950,24109,Felix Anudike-Uzomah,KC,DE,17,0,0,0,0,0,0,0,0,1,0,1,0,1.4,24.1
951,12841,Andy Dalton,CAR,QB,4,361,2,0,12,0,0,0,0,0,0,0,0,5.9,23.6
952,22050,Darnay Holmes,NYG,CB,16,0,0,0,0,0,0,0,0,0,2,1,0,1.5,23.5
953,23650,Lucas Krull,DEN,TE,7,0,0,0,0,0,8,95,1,0,0,0,0,3.4,23.5
954,22815,Darrick Forrest,WAS,S,5,0,0,0,0,0,0,0,0,0,0,0,0,4.7,23.5
955,18978,Montravius Adams,PIT,DT,13,0,0,0,0,0,0,0,0,0,0,1,0,1.8,23.5
956,19890,Rasheem Green,CHI,DE,17,0,0,0,0,0,0,0,0,2,0,0,0,1.4,23.4
957,19812,Sam Darnold,SF,QB,10,297,2,1,15,1,0,0,0,0,0,0,0,2.3,23.4
958,23934,Isaiah Pola-Mao,LV,S,16,0,0,0,0,0,0,0,0,1,1,0,0,1.4,23.2
959,22822,Ta'Quon Graham,ATL,DL,15,0,0,0,0,0,0,0,0,1,0,1,0,1.5,23.1
960,19798,Nick Chubb,CLE,RB,2,0,0,0,170,0,4,21,0,0,0,0,0,11.6,23.1
961,23687,Jack Cochrane,KC,LB,17,0,0,0,0,0,0,0,0,0,0,0,0,1.4,23.0
962,24135,Kelee Ringo,PHI,CB,17,0,0,0,0,0,0,0,0,1,1,0,0,1.4,23.0
963,18268,Romeo Okwara,DET,DL,16,0,0,0,0,0,0,0,0,2,0,1,0,1.4,23.0
964,23660,Segun Olubi,IND,LB,15,0,0,0,0,0,0,0,0,0,1,0,1,1.5,23.0
965,1694,Mason Crosby,NYG,K,3,0,0,0,0,0,0,0,0,0,0,0,0,7.7,23.0
966,22515,Cole Turner,WAS,TE,12,0,0,0,0,0,11,120,0,0,0,0,0,1.9,23.0
967,24082,Zacch Pickens,CHI,DT,17,0,0,0,0,0,0,0,0,1,0,1,0,1.3,22.9
968,23686,Kurt Hinish,HOU,DT,17,0,0,0,0,0,0,0,0,1,0,0,0,1.3,22.9
969,18018,Jacoby Brissett,WAS,QB,3,224,3,0,19,0,0,0,0,0,0,0,0,7.6,22.9
970,23193,Tank Bigsby,JAX,RB,17,0,0,0,132,2,1,6,0,0,0,0,0,1.3,22.8
971,18921,Charles Harris,DET,DL,13,0,0,0,0,0,0,0,0,2,0,0,0,1.8,22.8
972,18187,Robbie Chosen,MIA,WR,9,0,0,0,0,0,4,126,1,0,0,0,0,2.5,22.6
973,20766,C.J. Gardner-Johnson,DET,S,3,0,0,0,0,0,0,0,0,0,1,0,0,7.5,22.5
974,19893,M.J. Stewart,HOU,S,8,0,0,0,0,0,0,0,0,0,0,1,1,2.8,22.5
975,21743,Lynn Bowden Jr.,NO,WR,15,0,0,0,32,0,11,83,0,0,0,0,0,1.5,22.5
976,23375,Zach Carter,CIN,DT,17,0,0,0,0,0,0,0,0,0,0,1,0,1.3,22.5
977,21686,Jalen Reagor,NE,WR,11,0,0,0,17,0,7,138,0,0,0,0,0,2.0,22.5
978,24872,Eric Garror,TEN,DB,12,0,0,0,0,0,0,0,0,0,0,0,0,1.9,22.5
979,19929,Marquis Haynes Sr.,CAR,OLB,7,0,0,0,0,0,0,0,0,1,0,0,0,3.2,22.3
980,19491,Robert Tonyan,CHI,TE,17,0,0,0,0,0,11,112,0,0,0,0,0,1.3,22.2
981,23230,Dorian Thompson-Robinson,CLE,QB,8,440,1,4,65,0,0,0,0,0,0,0,0,2.8,22.1
982,23557,Josh Jobe,PHI,CB,17,0,0,0,0,0,0,0,0,0,0,1,0,1.3,22.0
983,18421,Kyle Peko,TEN,DT,13,0,0,0,0,0,0,0,0,0,0,0,0,1.7,22.0
984,24213,Cameron Mitchell,CLE,CB,13,0,0,0,0,0,0,0,0,1,0,0,0,1.7,22.0
985,24347,Xavier Hutchinson,HOU,WR,16,0,0,0,49,0,8,90,0,0,0,0,0,1.4,21.9
986,23135,Charlie Kolar,BAL,TE,15,0,0,0,0,0,7,87,1,0,0,0,0,1.4,21.7
987,21752,Chase Claypool,MIA,WR,12,0,0,0,0,0,8,77,1,0,0,0,0,1.8,21.7
988,22833,Malik Herring,KC,DE,7,0,0,0,0,0,0,0,0,2,0,1,0,3.1,21.5
989,19086,Jeremiah Ledbetter,JAX,DL,17,0,0,0,0,0,0,0,0,0,0,0,1,1.3,21.5
990,21697,Laviska Shenault Jr.,CAR,WR,8,0,0,0,55,0,10,60,0,0,0,0,1,2.7,21.5
991,22590,Ben Skowronek,LAR,WR,17,0,0,0,9,0,8,66,1,0,0,0,0,1.3,21.5
992,17953,Artie Burns,SEA,CB,14,0,0,0,0,0,0,0,0,0,0,0,0,1.5,21.5
993,16861,Angelo Blackson,JAX,DL,11,0,0,0,0,0,0,0,0,0,0,0,3,2.0,21.5
994,18973,C.J. Beathard,JAX,QB,7,349,1,0,35,0,0,0,0,0,0,0,0,3.1,21.5
995,22808,Brandin Echols,NYJ,CB,14,0,0,0,0,0,1,18,0,0,1,0,0,1.5,21.3
996,23345,Kevin Harris,NE,RB,4,0,0,0,65,1,3,58,0,0,0,0,0,5.3,21.3
997,24219,Drew Sanders,DEN,ILB,17,0,0,0,0,0,0,0,0,0,0,0,1,1.2,21.0
998,17943,Shaq Lawson,BUF,DE,16,0,0,0,0,0,0,0,0,1,0,0,0,1.3,21.0
999,20861,David Long Jr.,GB,CB,14,0,0,0,0,0,0,0,0,0,0,1,0,1.5,21.0
1000,14419,Rodney McLeod Jr.,CLE,S,10,0,0,0,0,0,0,0,0,0,0,0,0,2.1,21.0
